rt,response,trial_index,roundID,target,rotation,tangramURLs,director_msg,trial_type,time_elapsed,internal_node_id,annotationLabel,annotation
"2860","[object Object]","1","01JHRM9V1JM67VY68CMJR9N8ZV","tangrams/107_298.png","0","tangrams/107_298.png,tangrams/8_110.png,tangrams/426_403.png,tangrams/156_114.png","double chimney","survey-html-form","2862","0.0-0.0","top","top"
"1930","[object Object]","2","01JHRM9V1MBJA3SJFTYZH13DN1","tangrams/8_110.png","0","tangrams/8_110.png,tangrams/107_114.png,tangrams/156_298.png,tangrams/426_403.png","short","survey-html-form","4795","0.0-1.0","top","top"
"2131","[object Object]","3","01JHRM9V1TY38K9FMRYE6T0S3G","tangrams/426_114.png","0","tangrams/426_114.png,tangrams/8_110.png,tangrams/156_403.png,tangrams/107_298.png","none","survey-html-form","6927","0.0-2.0","top","top"
"1699","[object Object]","4","01JHRM9V1WSQ63PXWDCYFV3A6Z","tangrams/8_114.png","0","tangrams/426_110.png,tangrams/156_298.png,tangrams/8_114.png,tangrams/107_403.png","short","survey-html-form","8628","0.0-3.0","top","top"
"1797","[object Object]","5","01JHRM9V1QM1Y0MPP6DMWPVMBJ","tangrams/156_114.png","0","tangrams/107_403.png,tangrams/8_110.png,tangrams/156_114.png,tangrams/426_298.png","tall","survey-html-form","10427","0.0-4.0","top","top"
"1667","[object Object]","6","01JHRM9V1S8SGZBZ4P01M9FG2W","tangrams/8_298.png","0","tangrams/107_110.png,tangrams/8_298.png,tangrams/426_114.png,tangrams/156_403.png","short","survey-html-form","12095","0.0-5.0","top","top"
"1548","[object Object]","7","01JHRM9V20V8285FB80RAYJ0QX","tangrams/156_403.png","0","tangrams/8_114.png,tangrams/426_298.png,tangrams/107_110.png,tangrams/156_403.png","tall","survey-html-form","13645","0.0-6.0","top","top"
"1833","[object Object]","8","01JHRM9V1V18XR33E8HNKGH91C","tangrams/107_403.png","0","tangrams/426_114.png,tangrams/156_298.png,tangrams/8_110.png,tangrams/107_403.png","double","survey-html-form","15479","0.0-7.0","top","top"
"1830","[object Object]","9","01JHRM9V1KN2JS7W593N6X19TD","tangrams/426_403.png","0","tangrams/426_403.png,tangrams/107_298.png,tangrams/8_114.png,tangrams/156_110.png","none","survey-html-form","17312","0.0-8.0","top","top"
"1498","[object Object]","10","01JHRM9V1ERN1KRGP1RAAQ6XX8","tangrams/156_110.png","0","tangrams/426_114.png,tangrams/107_298.png,tangrams/156_110.png,tangrams/8_403.png","tall","survey-html-form","18812","0.0-9.0","top","top"
"1613","[object Object]","11","01JHRM9V21MPKDRDCE9YEC6DKG","tangrams/107_114.png","0","tangrams/156_110.png,tangrams/426_298.png,tangrams/107_114.png,tangrams/8_403.png","double","survey-html-form","20428","0.0-10.0","top","top"
"4463","[object Object]","12","01JHRM9V1GW6HXWAZHFXEK3JJ3","tangrams/426_110.png","0","tangrams/107_114.png,tangrams/156_403.png,tangrams/426_110.png,tangrams/8_298.png","no chimney if that didnt make sense lol, none","survey-html-form","24893","0.0-11.0","top","top"
"1849","[object Object]","13","01JHRM9V1YBHEQQWJ8H8ZC8T57","tangrams/426_298.png","0","tangrams/8_114.png,tangrams/156_110.png,tangrams/107_403.png,tangrams/426_298.png","none","survey-html-form","26745","0.0-12.0","top","top"
"1815","[object Object]","14","01JHRM9V1RBW4CX3KQ2H7SW2YH","tangrams/156_298.png","0","tangrams/156_298.png,tangrams/426_114.png,tangrams/8_110.png,tangrams/107_403.png","tall","survey-html-form","28562","0.0-13.0","top","top"
"1531","[object Object]","15","01JHRM9V1HFT0KD4FEHJFRZY8Q","tangrams/8_403.png","0","tangrams/156_298.png,tangrams/8_403.png,tangrams/107_110.png,tangrams/426_114.png","short","survey-html-form","30095","0.0-14.0","top","top"
"3032","[object Object]","16","01JHRM9V1Z2XF4S2DPFH4JQ4MM","tangrams/107_110.png","0","tangrams/426_298.png,tangrams/8_114.png,tangrams/107_110.png,tangrams/156_403.png","double","survey-html-form","33129","0.0-15.0","top","top"
"7330","[object Object]","17","01JJWD52FJAGDQYS1M1MANXBRN","tangrams/394_135.png","180","tangrams/394_66.png,tangrams/249_135.png,tangrams/394_135.png,tangrams/249_66.png","diamond not bow tie","survey-html-form","40460","0.0-16.0","top_bottom","top_bottom"
"2818","[object Object]","18","01JJWD52F4APQC26ABWPRFDW91","tangrams/394_331.png","180","tangrams/394_66.png,tangrams/249_331.png,tangrams/249_66.png,tangrams/394_331.png","Cat ears not bow tie","survey-html-form","43280","0.0-17.0","top_bottom","top_bottom"
"2277","[object Object]","19","01JJWD52FGFH4BAR283TTZTGCT","tangrams/249_135.png","180","tangrams/94_135.png,tangrams/249_315.png,tangrams/94_315.png,tangrams/249_135.png","diamond bow tie","survey-html-form","45559","0.0-18.0","top_bottom","top_bottom"
"4567","[object Object]","20","01JJWD52FPQ8WWPVV3TYQSBBQ2","tangrams/353_315.png","180","tangrams/353_135.png,tangrams/94_135.png,tangrams/94_315.png,tangrams/353_315.png","squiggly rectangle","survey-html-form","50127","0.0-19.0","top_bottom","top_bottom"
"2414","[object Object]","21","01JJWD52FEW50WFJ69QPF5Z61A","tangrams/94_66.png","180","tangrams/353_331.png,tangrams/94_331.png,tangrams/94_66.png,tangrams/353_66.png","barn triangle","survey-html-form","52543","0.0-20.0","top_bottom","top_bottom"
"2348","[object Object]","22","01JJWD52FN4FQYEXAKGFVD15EK","tangrams/94_331.png","180","tangrams/394_315.png,tangrams/94_315.png,tangrams/94_331.png,tangrams/394_331.png","Symmetrical","survey-html-form","54894","0.0-21.0","holistic","holistic"
"2597","[object Object]","23","01JJWD52FB12D84F9EDXM4KWBQ","tangrams/94_135.png","180","tangrams/394_135.png,tangrams/394_331.png,tangrams/94_135.png,tangrams/94_331.png","diamond triangle","survey-html-form","57494","0.0-22.0","top_bottom","top_bottom"
"2232","[object Object]","24","01JJWD52F6AC3EAC5S4MTQ17PS","tangrams/353_331.png","180","tangrams/353_331.png,tangrams/353_315.png,tangrams/94_315.png,tangrams/94_331.png","Cat ears rectangle","survey-html-form","59728","0.0-23.0","top_bottom","top_bottom"
"1796","[object Object]","25","01JJWD52FHMQNQ17112V43XPN3","tangrams/353_66.png","180","tangrams/94_315.png,tangrams/94_66.png,tangrams/353_66.png,tangrams/353_315.png","Barn rectangle","survey-html-form","61527","0.0-24.0","top_bottom","top_bottom"
"1715","[object Object]","26","01JJWD52FKF3X1ZCWEM9ZPBEWB","tangrams/353_135.png","180","tangrams/94_315.png,tangrams/353_315.png,tangrams/94_135.png,tangrams/353_135.png","diamond rectangle","survey-html-form","63244","0.0-25.0","top_bottom","top_bottom"
"1682","[object Object]","27","01JJWD52FJAGDQYS1M2KQ1WJ4Z","tangrams/249_331.png","180","tangrams/394_135.png,tangrams/249_331.png,tangrams/394_331.png,tangrams/249_135.png","Cat ears bow tie","survey-html-form","64928","0.0-26.0","top_bottom","top_bottom"
"1863","[object Object]","28","01JJWD52F20H958Q24GDESV4B4","tangrams/394_66.png","180","tangrams/394_331.png,tangrams/353_66.png,tangrams/394_66.png,tangrams/353_331.png","barn not rectangle","survey-html-form","66794","0.0-27.0","top_bottom","top_bottom"
"2533","[object Object]","29","01JJWD52EZ9WHAWG4RQMNEB6AT","tangrams/249_315.png","180","tangrams/249_315.png,tangrams/353_315.png,tangrams/353_135.png,tangrams/249_135.png","Squiggly bow tie","survey-html-form","69327","0.0-28.0","top_bottom","top_bottom"
"1632","[object Object]","30","01JJWD52FC7H0QH8AW6KJKSTMV","tangrams/394_315.png","180","tangrams/394_315.png,tangrams/394_66.png,tangrams/249_66.png,tangrams/249_315.png","Squiggly not bow tie","survey-html-form","70960","0.0-29.0","top_bottom","top_bottom"
"1982","[object Object]","31","01JJWD52F8MYR5YXJZAWG62KD9","tangrams/249_66.png","180","tangrams/94_315.png,tangrams/249_315.png,tangrams/94_66.png,tangrams/249_66.png","barn bow tie","survey-html-form","72943","0.0-30.0","top_bottom","top_bottom"
"1948","[object Object]","32","01JJWD52F507DXE9VY9WM01KK2","tangrams/94_315.png","180","tangrams/94_331.png,tangrams/353_315.png,tangrams/353_331.png,tangrams/94_315.png","squiggle triangle","survey-html-form","74893","0.0-31.0","top_bottom","top_bottom"
"5015","[object Object]","33","01JK4S3K70KSQQJY7VHNTPX5TJ","tangrams/21_355.png","180","tangrams/279_420.png,tangrams/21_355.png,tangrams/205_264.png,tangrams/75_340.png","it looks like the base of a christmas tree at the bottom and at the top is a weird shape","survey-html-form","79911","0.0-32.0","top_bottom","top_bottom"
"5995","[object Object]","34","01JK4S3K72JRQZBAN1272DTT68","tangrams/205_264.png","180","tangrams/82_367.png,tangrams/205_264.png,tangrams/281_273.png,tangrams/33_347.png","at the top you see a diamond and two triangles pointing down","survey-html-form","85910","0.0-33.0","bottom","bottom"
"3597","[object Object]","35","01JK4S3K7B7MMVY71A5MP9MQES","tangrams/281_273.png","180","tangrams/160_409.png,tangrams/351_178.png,tangrams/116_185.png,tangrams/281_273.png","upside down christmas tree at the bottom","survey-html-form","89510","0.0-34.0","top","top"
"8219","[object Object]","36","01JK4S3K70KSQQJY7VJJ82BBEV","tangrams/77_57.png","180","tangrams/351_178.png,tangrams/281_273.png,tangrams/116_185.png,tangrams/77_57.png","Looks like a house upside down","survey-html-form","97731","0.0-35.0","top","top"
"5063","[object Object]","37","01JK4S3K7G1G1CQBY9CTSBCVYR","tangrams/279_420.png","180","tangrams/199_232.png,tangrams/279_420.png,tangrams/33_347.png,tangrams/163_463.png","at the bottom there a an outline of a white triangle","survey-html-form","102793","0.0-36.0","top","top"
"5448","[object Object]","38","01JK4S3K77J1TTR9263WZYR6SH","tangrams/242_440.png","180","tangrams/242_440.png,tangrams/188_426.png,tangrams/199_232.png,tangrams/351_178.png","one small triangle pointing downwards at the bottom and a pointy edge to the right at the tio, top","survey-html-form","108243","0.0-37.0","top_bottom","top_bottom"
"7948","[object Object]","39","01JK4S3K7G1G1CQBY9C63MYBMS","tangrams/188_426.png","180","tangrams/77_57.png,tangrams/188_426.png,tangrams/21_355.png,tangrams/281_273.png","a bird with it s head facing far doward","survey-html-form","116193","0.0-38.0","holistic","holistic"
"5565","[object Object]","40","01JK4S3K72JRQZBAN136FQQ4VE","tangrams/160_409.png","180","tangrams/77_57.png,tangrams/75_340.png,tangrams/205_264.png,tangrams/160_409.png","looks like a pole with 2 spikes and a backwards L shaped rectangle at the top","survey-html-form","121759","0.0-39.0","top_bottom","top_bottom"
"5047","[object Object]","41","01JK4S3K73WXJDBA0GXJSB7GX5","tangrams/116_185.png","180","tangrams/116_185.png,tangrams/21_355.png,tangrams/160_409.png,tangrams/205_264.png","looks like a house with spikes","survey-html-form","126809","0.0-40.0","holistic","holistic"
"4182","[object Object]","42","01JK4S3K79805WZJMP1KT2E5FH","tangrams/435_345.png","180","tangrams/77_57.png,tangrams/435_345.png,tangrams/205_264.png,tangrams/116_185.png","looks like a claw at the bottom at the top there is a small triangle pointing left","survey-html-form","130993","0.0-41.0","top_bottom","top_bottom"
"4648","[object Object]","43","01JK4S3K7DDKDTV050CA5FT4MM","tangrams/33_347.png","180","tangrams/33_347.png,tangrams/188_426.png,tangrams/279_420.png,tangrams/116_185.png","It looks like an AI generated version of an arrow pointed downward","survey-html-form","135643","0.0-42.0","holistic","holistic"
"13114","[object Object]","44","01JK4S3K7B7MMVY71A68KMNES2","tangrams/75_340.png","180","tangrams/75_340.png,tangrams/163_463.png,tangrams/281_273.png,tangrams/199_232.png","two sets of shapes, looks like two shapes divided by a line","survey-html-form","148761","0.0-43.0","holistic","holistic"
"5395","[object Object]","45","01JK4S3K73WXJDBA0GYCWR7QTC","tangrams/351_178.png","180","tangrams/116_185.png,tangrams/33_347.png,tangrams/351_178.png,tangrams/205_264.png","looks like a face white outline of square in the middle","survey-html-form","154158","0.0-44.0","holistic","holistic"
"3001","[object Object]","46","01JK4S3K7G1G1CQBY9DNJABM2V","tangrams/163_463.png","180","tangrams/281_273.png,tangrams/82_367.png,tangrams/163_463.png,tangrams/279_420.png","at the bottom looks like upside down cat head","survey-html-form","157160","0.0-45.0","top","top"
"12864","[object Object]","47","01JK4S3K7FQEA03YTYPZVJX3G9","tangrams/82_367.png","180","tangrams/160_409.png,tangrams/82_367.png,tangrams/242_440.png,tangrams/205_264.png","1 pointing left, Looks like a rectangle with two diamonds sticking out of it from the bottom","survey-html-form","170026","0.0-46.0","top_bottom","top_bottom"
"12265","[object Object]","48","01JK4S3K71DWRT2YC5RC7KKTNX","tangrams/199_232.png","180","tangrams/279_420.png,tangrams/82_367.png,tangrams/199_232.png,tangrams/75_340.png","looks like a big triangle pointing left and a rectangle on the right side","survey-html-form","182292","0.0-47.0","top_bottom","top_bottom"