roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs
01J1G2JBRWXWR3DE53QXM9PJQH,TRUE,01J1G1WHT9T93BKEMYX1GA4C93,17,65,1,/tangrams/3_17.png,/tangrams/3_17.png,2,17,"[""/tangrams/2_17.png"",""/tangrams/2_19.png"",""/tangrams/3_17.png"",""/tangrams/3_19.png""]"
01J1G2KBPB0Q0FCVYY8MVZG04R,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,32,65,2,/tangrams/2_19.png,/tangrams/2_19.png,1,32,"[""/tangrams/2_19.png"",""/tangrams/3_19.png"",""/tangrams/3_18.png"",""/tangrams/2_18.png""]"
01J1G2W2A6NYFHGP0K9SA1BA3X,TRUE,01J1G1WHTAFKTGHBG3KKSCJSTE,13,65,0,/tangrams/12_28.png,/tangrams/12_28.png,14,13,"[""/tangrams/9_25.png"",""/tangrams/2_18.png"",""/tangrams/12_28.png"",""/tangrams/6_22.png""]"
01J1G3CMR5MNHT9GBSDNBSVSXS,TRUE,01J1G2BFNZX85J152SRG2XMJ7M,5,65,0,/tangrams/0_16.png,/tangrams/0_16.png,6,5,"[""/tangrams/3_19.png"",""/tangrams/0_16.png"",""/tangrams/1_18.png"",""/tangrams/2_17.png""]"
01J1G2YX33HJ8QD55HXNBS0HYM,TRUE,01J1G2BFP2D4J7V9H0V3XJEAHQ,10,65,0,/tangrams/14_30.png,/tangrams/14_30.png,11,10,"[""/tangrams/14_30.png"",""/tangrams/1_17.png"",""/tangrams/11_27.png"",""/tangrams/5_21.png""]"
01J1G3EE07PYTJJDXQJXD17ZN4,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,27,65,1,/tangrams/0_19.png,/tangrams/0_19.png,12,27,"[""/tangrams/0_19.png"",""/tangrams/2_16.png"",""/tangrams/1_17.png"",""/tangrams/3_18.png""]"
01J1G3EE25A5ZG6Q1XZ9YNR388,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,34,65,2,/tangrams/0_16.png,/tangrams/0_16.png,3,34,"[""/tangrams/2_19.png"",""/tangrams/1_17.png"",""/tangrams/3_18.png"",""/tangrams/0_16.png""]"
01J1G3EE7PXGBWNJ9DKEB63W5D,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,55,65,3,/tangrams/1_17.png,/tangrams/1_17.png,8,55,"[""/tangrams/3_18.png"",""/tangrams/0_16.png"",""/tangrams/2_19.png"",""/tangrams/1_17.png""]"
01J1G2J4TPVHMM53Z0VCV5V3QB,FALSE,01J1G1WHT4GZEZV213005AZ1MM,35,65,2,NA,/tangrams/3_17.png,4,35,"[""/tangrams/1_18.png"",""/tangrams/2_19.png"",""/tangrams/3_17.png"",""/tangrams/0_16.png""]"
01J1G2J4V7F4BR91VT05FK0JKD,NA,01J1G1WHT4GZEZV213005AZ1MM,63,65,3,NA,/tangrams/3_18.png,16,63,"[""/tangrams/0_19.png"",""/tangrams/2_16.png"",""/tangrams/1_17.png"",""/tangrams/3_18.png""]"
01J1G2JBS85476NGFA2R7SZFVF,TRUE,01J1G1WHT9T93BKEMYX1GA4C93,34,65,2,/tangrams/0_16.png,/tangrams/0_16.png,3,34,"[""/tangrams/0_16.png"",""/tangrams/3_18.png"",""/tangrams/0_18.png"",""/tangrams/3_16.png""]"
01J1G2W2BYMYDQNYV2NQNT591G,TRUE,01J1G1WHTAFKTGHBG3KKSCJSTE,32,65,2,/tangrams/5_21.png,/tangrams/5_21.png,1,32,"[""/tangrams/8_24.png"",""/tangrams/2_18.png"",""/tangrams/9_25.png"",""/tangrams/5_21.png""]"
01J1G2J4T277PH8PDRP6KW1D92,FALSE,01J1G1WHT4GZEZV213005AZ1MM,2,65,0,NA,/tangrams/1_18.png,3,2,"[""/tangrams/3_19.png"",""/tangrams/1_18.png"",""/tangrams/2_16.png"",""/tangrams/0_17.png""]"
01J1G2KBP435BJ5PYT1WFK5XJV,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,23,65,1,/tangrams/0_16.png,/tangrams/0_16.png,8,23,"[""/tangrams/0_18.png"",""/tangrams/2_18.png"",""/tangrams/0_16.png"",""/tangrams/2_16.png""]"
01J1G3CMX0FPGX3SEWG6JMZYEC,TRUE,01J1G2BFNZX85J152SRG2XMJ7M,17,65,1,/tangrams/2_19.png,/tangrams/2_19.png,2,17,"[""/tangrams/1_17.png"",""/tangrams/0_16.png"",""/tangrams/3_18.png"",""/tangrams/2_19.png""]"
01J1G3CMZ935ZK18CJ1XEYRW53,TRUE,01J1G2BFNZX85J152SRG2XMJ7M,39,65,2,/tangrams/0_17.png,/tangrams/0_17.png,8,39,"[""/tangrams/1_18.png"",""/tangrams/3_19.png"",""/tangrams/2_16.png"",""/tangrams/0_17.png""]"
01J1G2KBPP5PHWZAP44M0TJRNN,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,43,65,2,/tangrams/0_19.png,/tangrams/0_19.png,12,43,"[""/tangrams/0_19.png"",""/tangrams/1_16.png"",""/tangrams/0_16.png"",""/tangrams/1_19.png""]"
01J1G2W2A9KWFZX4D8GHC1BRSV,TRUE,01J1G1WHTAFKTGHBG3KKSCJSTE,16,65,1,/tangrams/1_17.png,/tangrams/1_17.png,1,16,"[""/tangrams/0_16.png"",""/tangrams/15_31.png"",""/tangrams/3_19.png"",""/tangrams/1_17.png""]"
01J1G2W2C5KTMSNNRXHVXBND70,TRUE,01J1G1WHTAFKTGHBG3KKSCJSTE,38,65,2,/tangrams/6_22.png,/tangrams/6_22.png,7,38,"[""/tangrams/6_22.png"",""/tangrams/9_25.png"",""/tangrams/7_23.png"",""/tangrams/11_27.png""]"
01J1G2YX3ESA7CZRC4AZCMZWHZ,TRUE,01J1G2BFP2D4J7V9H0V3XJEAHQ,12,65,0,/tangrams/8_24.png,/tangrams/8_24.png,13,12,"[""/tangrams/8_24.png"",""/tangrams/13_29.png"",""/tangrams/2_18.png"",""/tangrams/4_20.png""]"
01J1G2YX4ZHSZ9MKVPNZ715A2M,TRUE,01J1G2BFP2D4J7V9H0V3XJEAHQ,25,65,1,/tangrams/14_30.png,/tangrams/14_30.png,10,25,"[""/tangrams/9_25.png"",""/tangrams/15_31.png"",""/tangrams/14_30.png"",""/tangrams/13_29.png""]"
01J1G3EE2V5WQY45PDR8GKVY8C,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,35,65,2,/tangrams/2_17.png,/tangrams/2_17.png,4,35,"[""/tangrams/3_16.png"",""/tangrams/1_18.png"",""/tangrams/0_19.png"",""/tangrams/2_17.png""]"
01J1G2J4THYT2XRQKR7DZ9KYR6,FALSE,01J1G1WHT4GZEZV213005AZ1MM,29,65,1,NA,/tangrams/1_19.png,14,29,"[""/tangrams/2_16.png"",""/tangrams/3_18.png"",""/tangrams/0_17.png"",""/tangrams/1_19.png""]"
01J1G2J4TPVHMM53Z0W0TJVQH1,FALSE,01J1G1WHT4GZEZV213005AZ1MM,45,65,2,NA,/tangrams/2_18.png,14,45,"[""/tangrams/2_18.png"",""/tangrams/1_16.png"",""/tangrams/3_17.png"",""/tangrams/0_19.png""]"
01J1G2JBRWXWR3DE53RQ90KV98,TRUE,01J1G1WHT9T93BKEMYX1GA4C93,15,65,0,/tangrams/2_19.png,/tangrams/2_19.png,16,15,"[""/tangrams/0_19.png"",""/tangrams/2_18.png"",""/tangrams/0_18.png"",""/tangrams/2_19.png""]"
01J1G2KBP240CQ18VC4BH7EF3W,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,22,65,1,/tangrams/2_17.png,/tangrams/2_17.png,7,22,"[""/tangrams/1_17.png"",""/tangrams/2_16.png"",""/tangrams/1_16.png"",""/tangrams/2_17.png""]"
01J1G3CMT7YAZR6VYYECKVYXGQ,TRUE,01J1G2BFNZX85J152SRG2XMJ7M,54,65,3,/tangrams/2_19.png,/tangrams/2_19.png,7,54,"[""/tangrams/1_18.png"",""/tangrams/0_16.png"",""/tangrams/3_17.png"",""/tangrams/2_19.png""]"
01J1G2KBPFC4M2GYD4DYDA3PZR,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,35,65,2,/tangrams/0_18.png,/tangrams/0_18.png,4,35,"[""/tangrams/1_18.png"",""/tangrams/0_18.png"",""/tangrams/1_16.png"",""/tangrams/0_16.png""]"
01J1G2KBPT1AXCR1SRPC2QGK2G,FALSE,01J1G2BFP1PWCGVSRMBF7V50Z5,5,65,0,/tangrams/0_18.png,/tangrams/3_18.png,6,5,"[""/tangrams/0_18.png"",""/tangrams/0_19.png"",""/tangrams/3_19.png"",""/tangrams/3_18.png""]"
01J1G2KBPY94JP867EAKNQXVYM,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,50,65,3,/tangrams/1_17.png,/tangrams/1_17.png,3,50,"[""/tangrams/1_16.png"",""/tangrams/2_17.png"",""/tangrams/2_16.png"",""/tangrams/1_17.png""]"
01J1G2W29VVB9WRHMA1EWZY8WK,TRUE,01J1G1WHTAFKTGHBG3KKSCJSTE,6,65,0,/tangrams/13_29.png,/tangrams/13_29.png,7,6,"[""/tangrams/2_18.png"",""/tangrams/5_21.png"",""/tangrams/13_29.png"",""/tangrams/1_17.png""]"
01J1G2J4TVQ98G9Q0H6P1STFGN,NA,01J1G1WHT4GZEZV213005AZ1MM,51,65,3,NA,/tangrams/0_16.png,4,51,"[""/tangrams/3_19.png"",""/tangrams/2_17.png"",""/tangrams/1_18.png"",""/tangrams/0_16.png""]"
01J1G2JBSB00KJV75W3AFCT8GQ,TRUE,01J1G1WHT9T93BKEMYX1GA4C93,37,65,2,/tangrams/3_18.png,/tangrams/3_18.png,6,37,"[""/tangrams/3_19.png"",""/tangrams/3_18.png"",""/tangrams/0_18.png"",""/tangrams/0_19.png""]"
01J1G3EE6KGJGX7VVW1JJPV2QA,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,49,65,3,/tangrams/0_16.png,/tangrams/0_16.png,2,49,"[""/tangrams/2_19.png"",""/tangrams/1_17.png"",""/tangrams/0_16.png"",""/tangrams/3_18.png""]"
01J1G2JBSFMQ6YMPAD6NQA7BFX,TRUE,01J1G1WHT9T93BKEMYX1GA4C93,43,65,2,/tangrams/3_17.png,/tangrams/3_17.png,12,43,"[""/tangrams/2_18.png"",""/tangrams/3_17.png"",""/tangrams/2_17.png"",""/tangrams/3_18.png""]"
01J1G2KBPSFFWXWVA1NPS2RFKT,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,44,65,2,/tangrams/1_16.png,/tangrams/1_16.png,13,44,"[""/tangrams/1_19.png"",""/tangrams/2_19.png"",""/tangrams/1_16.png"",""/tangrams/2_16.png""]"
01J1G2YX74N2MTCRJ5F30QEWB5,TRUE,01J1G2BFP2D4J7V9H0V3XJEAHQ,46,65,2,/tangrams/10_26.png,/tangrams/10_26.png,15,46,"[""/tangrams/6_22.png"",""/tangrams/14_30.png"",""/tangrams/10_26.png"",""/tangrams/3_19.png""]"
01J1G3CMW9CX1KCEH91SPV6TBF,TRUE,01J1G2BFNZX85J152SRG2XMJ7M,31,65,1,/tangrams/0_17.png,/tangrams/0_17.png,16,31,"[""/tangrams/3_19.png"",""/tangrams/1_18.png"",""/tangrams/2_16.png"",""/tangrams/0_17.png""]"
01J1G2KBPDAGFXSKTRSBTJ11J6,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,33,65,2,/tangrams/0_16.png,/tangrams/0_16.png,2,33,"[""/tangrams/0_17.png"",""/tangrams/3_16.png"",""/tangrams/0_16.png"",""/tangrams/3_17.png""]"
01J1G3EDYBMKRX81HRP1KFS821,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,18,65,1,/tangrams/0_16.png,/tangrams/0_16.png,3,18,"[""/tangrams/0_16.png"",""/tangrams/1_19.png"",""/tangrams/3_18.png"",""/tangrams/2_17.png""]"
01J1G3EE014NS8KCA9QG81TADJ,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,26,65,1,/tangrams/2_18.png,/tangrams/2_18.png,11,26,"[""/tangrams/1_19.png"",""/tangrams/0_16.png"",""/tangrams/3_17.png"",""/tangrams/2_18.png""]"
01J1G3EE8XMNX84QP39Y0NZFGP,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,63,65,3,/tangrams/0_18.png,/tangrams/0_18.png,16,63,"[""/tangrams/3_17.png"",""/tangrams/0_18.png"",""/tangrams/2_16.png"",""/tangrams/1_19.png""]"
01J1G2J4TQW0FDESB1NAQ76VDQ,FALSE,01J1G1WHT4GZEZV213005AZ1MM,44,65,2,NA,/tangrams/0_19.png,13,44,"[""/tangrams/3_16.png"",""/tangrams/1_18.png"",""/tangrams/0_19.png"",""/tangrams/2_17.png""]"
01J1G3EDVFS95VFBJ6H44M7C1X,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,9,65,0,/tangrams/1_18.png,/tangrams/1_18.png,10,9,"[""/tangrams/3_19.png"",""/tangrams/1_18.png"",""/tangrams/0_16.png"",""/tangrams/2_17.png""]"
01J1G3EE48A6SR7S87Y0M3W8PP,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,40,65,2,/tangrams/2_19.png,/tangrams/2_19.png,9,40,"[""/tangrams/1_16.png"",""/tangrams/2_19.png"",""/tangrams/0_17.png"",""/tangrams/3_18.png""]"
01J1G3CMZF2TMPBNJ52D05PNW7,TRUE,01J1G2BFNZX85J152SRG2XMJ7M,27,65,1,/tangrams/0_18.png,/tangrams/0_18.png,12,27,"[""/tangrams/2_19.png"",""/tangrams/0_18.png"",""/tangrams/3_17.png"",""/tangrams/1_16.png""]"
01J1G3EDT0GY60ZB1P1N7YFYVQ,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,3,65,0,/tangrams/0_19.png,/tangrams/0_19.png,4,3,"[""/tangrams/0_19.png"",""/tangrams/2_17.png"",""/tangrams/1_16.png"",""/tangrams/3_18.png""]"
01J1G2J4THYT2XRQKR6FVBSXDA,FALSE,01J1G1WHT4GZEZV213005AZ1MM,34,65,2,NA,/tangrams/0_18.png,3,34,"[""/tangrams/0_18.png"",""/tangrams/1_19.png"",""/tangrams/3_17.png"",""/tangrams/2_16.png""]"
01J1G2J4TWQ182PRJGXQHRH22V,NA,01J1G1WHT4GZEZV213005AZ1MM,55,65,3,NA,/tangrams/2_17.png,8,55,"[""/tangrams/2_17.png"",""/tangrams/3_16.png"",""/tangrams/0_19.png"",""/tangrams/1_18.png""]"
01J1G2JBRSYN3152BWAMK668JM,TRUE,01J1G1WHT9T93BKEMYX1GA4C93,10,65,0,/tangrams/0_17.png,/tangrams/0_17.png,11,10,"[""/tangrams/0_19.png"",""/tangrams/1_17.png"",""/tangrams/1_19.png"",""/tangrams/0_17.png""]"
01J1G3CMW5GG9BVVMFEGMBS5YQ,TRUE,01J1G2BFNZX85J152SRG2XMJ7M,52,65,3,/tangrams/3_18.png,/tangrams/3_18.png,5,52,"[""/tangrams/3_18.png"",""/tangrams/1_17.png"",""/tangrams/0_16.png"",""/tangrams/2_19.png""]"
01J1G2KBNP2R1CBCFE7QCAQCR1,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,8,65,0,/tangrams/1_18.png,/tangrams/1_18.png,9,8,"[""/tangrams/2_18.png"",""/tangrams/1_18.png"",""/tangrams/1_19.png"",""/tangrams/2_19.png""]"
01J1G2YX6WPCMC99E3H8ETG5RQ,TRUE,01J1G2BFP2D4J7V9H0V3XJEAHQ,42,65,2,/tangrams/14_30.png,/tangrams/14_30.png,11,42,"[""/tangrams/14_30.png"",""/tangrams/10_26.png"",""/tangrams/12_28.png"",""/tangrams/13_29.png""]"
01J1G2YX8P9NXA8639HVC8RT97,TRUE,01J1G2BFP2D4J7V9H0V3XJEAHQ,55,65,3,/tangrams/10_26.png,/tangrams/10_26.png,8,55,"[""/tangrams/5_21.png"",""/tangrams/7_23.png"",""/tangrams/10_26.png"",""/tangrams/11_27.png""]"
01J1G2KBNA9Z6EVR95N8JG04DD,FALSE,01J1G2BFP1PWCGVSRMBF7V50Z5,25,65,1,/tangrams/1_18.png,/tangrams/1_17.png,10,25,"[""/tangrams/1_17.png"",""/tangrams/3_18.png"",""/tangrams/3_17.png"",""/tangrams/1_18.png""]"
01J1G2W2CTANKMV5EP7SFDAH7G,TRUE,01J1G1WHTAFKTGHBG3KKSCJSTE,49,65,3,/tangrams/7_23.png,/tangrams/7_23.png,2,49,"[""/tangrams/7_23.png"",""/tangrams/5_21.png"",""/tangrams/15_31.png"",""/tangrams/1_17.png""]"
01J1G2W29XS1D5B0MQVXMZ7XYN,TRUE,01J1G1WHTAFKTGHBG3KKSCJSTE,7,65,0,/tangrams/1_17.png,/tangrams/1_17.png,8,7,"[""/tangrams/3_19.png"",""/tangrams/6_22.png"",""/tangrams/15_31.png"",""/tangrams/1_17.png""]"
01J1G2J4TTR273RMA0HWTS9RQN,NA,01J1G1WHT4GZEZV213005AZ1MM,48,65,3,NA,/tangrams/1_18.png,1,48,"[""/tangrams/0_16.png"",""/tangrams/3_19.png"",""/tangrams/1_18.png"",""/tangrams/2_17.png""]"
01J1G2KBP3E1JBJ61KMSPPMSRW,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,19,65,1,/tangrams/0_18.png,/tangrams/0_18.png,4,19,"[""/tangrams/0_16.png"",""/tangrams/2_16.png"",""/tangrams/2_18.png"",""/tangrams/0_18.png""]"
01J1G3EE0JW6068C69CVP7BWKT,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,28,65,1,/tangrams/3_16.png,/tangrams/3_16.png,13,28,"[""/tangrams/3_16.png"",""/tangrams/1_18.png"",""/tangrams/2_19.png"",""/tangrams/0_17.png""]"
01J1G3CMTK7TQT6QFRHF0P7G7D,TRUE,01J1G2BFNZX85J152SRG2XMJ7M,51,65,3,/tangrams/2_16.png,/tangrams/2_16.png,4,51,"[""/tangrams/0_17.png"",""/tangrams/2_16.png"",""/tangrams/3_19.png"",""/tangrams/1_18.png""]"
01J1G3CMWQZ57ZCWY8VER40871,TRUE,01J1G2BFNZX85J152SRG2XMJ7M,35,65,2,/tangrams/1_19.png,/tangrams/1_19.png,4,35,"[""/tangrams/1_19.png"",""/tangrams/0_18.png"",""/tangrams/3_16.png"",""/tangrams/2_17.png""]"
01J1G3EDY2G6DN8XX41220YDKY,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,17,65,1,/tangrams/0_18.png,/tangrams/0_18.png,2,17,"[""/tangrams/2_16.png"",""/tangrams/0_18.png"",""/tangrams/3_17.png"",""/tangrams/1_19.png""]"
01J1G2JBRVZQMFP25GZ2AK8MVM,TRUE,01J1G1WHT9T93BKEMYX1GA4C93,16,65,1,/tangrams/2_17.png,/tangrams/2_17.png,1,16,"[""/tangrams/1_16.png"",""/tangrams/1_17.png"",""/tangrams/2_17.png"",""/tangrams/2_16.png""]"
01J1G2KBQDZV9PFPTX0HA56R7R,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,63,65,3,/tangrams/0_18.png,/tangrams/0_18.png,16,63,"[""/tangrams/0_19.png"",""/tangrams/2_19.png"",""/tangrams/0_18.png"",""/tangrams/2_18.png""]"
01J1G2W2CFG2E3F4MZK4MN2ZXY,TRUE,01J1G1WHTAFKTGHBG3KKSCJSTE,43,65,2,/tangrams/7_23.png,/tangrams/7_23.png,12,43,"[""/tangrams/8_24.png"",""/tangrams/7_23.png"",""/tangrams/0_16.png"",""/tangrams/2_18.png""]"
01J1G2YX47TR6RW28C7X9XSAW7,TRUE,01J1G2BFP2D4J7V9H0V3XJEAHQ,20,65,1,/tangrams/12_28.png,/tangrams/12_28.png,5,20,"[""/tangrams/10_26.png"",""/tangrams/6_22.png"",""/tangrams/12_28.png"",""/tangrams/11_27.png""]"
01J1G3EDYNN4PK1WEQT2GY747B,FALSE,01J1G2YKN01DFX61RSJD6JCCFB,0,65,0,NA,/tangrams/3_19.png,1,0,"[""/tangrams/3_19.png"",""/tangrams/1_17.png"",""/tangrams/0_18.png"",""/tangrams/2_16.png""]"
01J1G3EE4R1XANK372DR78J1W1,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,45,65,2,/tangrams/1_18.png,/tangrams/1_18.png,14,45,"[""/tangrams/1_18.png"",""/tangrams/2_19.png"",""/tangrams/3_17.png"",""/tangrams/0_16.png""]"
01J1G3EE69Q7HB1MPMMMX2HHGG,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,47,65,2,/tangrams/1_19.png,/tangrams/1_19.png,16,47,"[""/tangrams/3_16.png"",""/tangrams/0_18.png"",""/tangrams/1_19.png"",""/tangrams/2_17.png""]"
01J1G2W2AE5VTDDMETHPJVKJEQ,TRUE,01J1G1WHTAFKTGHBG3KKSCJSTE,20,65,1,/tangrams/6_22.png,/tangrams/6_22.png,5,20,"[""/tangrams/6_22.png"",""/tangrams/12_28.png"",""/tangrams/13_29.png"",""/tangrams/10_26.png""]"
01J1G3EDWBX9CB18YHXHCMA5AW,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,13,65,0,/tangrams/3_18.png,/tangrams/3_18.png,14,13,"[""/tangrams/2_16.png"",""/tangrams/0_19.png"",""/tangrams/3_18.png"",""/tangrams/1_17.png""]"
01J1G2J4TNTXQ3AHKRJ8DKHEMG,FALSE,01J1G1WHT4GZEZV213005AZ1MM,41,65,2,NA,/tangrams/2_17.png,10,41,"[""/tangrams/0_18.png"",""/tangrams/3_19.png"",""/tangrams/2_17.png"",""/tangrams/1_16.png""]"
01J1G2JBSA21HA4T4HT28XTC58,TRUE,01J1G1WHT9T93BKEMYX1GA4C93,36,65,2,/tangrams/1_16.png,/tangrams/1_16.png,5,36,"[""/tangrams/0_16.png"",""/tangrams/0_17.png"",""/tangrams/1_16.png"",""/tangrams/1_17.png""]"
01J1G2KBNGJ6MS1Y1G059HYVE2,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,6,65,0,/tangrams/1_17.png,/tangrams/1_17.png,7,6,"[""/tangrams/1_19.png"",""/tangrams/0_19.png"",""/tangrams/1_17.png"",""/tangrams/0_17.png""]"
01J1G2KBPEM30E829MYR83836T,TRUE,01J1G2BFP1PWCGVSRMBF7V50Z5,34,65,2,/tangrams/3_19.png,/tangrams/3_19.png,3,34,"[""/tangrams/2_18.png"",""/tangrams/3_19.png"",""/tangrams/3_18.png"",""/tangrams/2_19.png""]"
01J1G2J4T5JJQ3ZSSXMYDNSSZT,FALSE,01J1G1WHT4GZEZV213005AZ1MM,3,65,0,NA,/tangrams/3_18.png,4,3,"[""/tangrams/1_16.png"",""/tangrams/3_18.png"",""/tangrams/0_17.png"",""/tangrams/2_19.png""]"
01J1G2JBSGRMK7XV87DQY57KYF,TRUE,01J1G1WHT9T93BKEMYX1GA4C93,46,65,2,/tangrams/3_16.png,/tangrams/3_16.png,15,46,"[""/tangrams/2_16.png"",""/tangrams/3_17.png"",""/tangrams/2_17.png"",""/tangrams/3_16.png""]"
01J1G2W2D7QQPZ74DFTYBAKS4F,TRUE,01J1G1WHTAFKTGHBG3KKSCJSTE,57,65,3,/tangrams/14_30.png,/tangrams/14_30.png,10,57,"[""/tangrams/15_31.png"",""/tangrams/14_30.png"",""/tangrams/7_23.png"",""/tangrams/12_28.png""]"
01J1G3EE38S8HYXD6GF5V4CN0S,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,37,65,2,/tangrams/1_17.png,/tangrams/1_17.png,6,37,"[""/tangrams/0_16.png"",""/tangrams/3_18.png"",""/tangrams/2_19.png"",""/tangrams/1_17.png""]"
01J1G3EDVW1G72XRS8VTY4H4BF,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,10,65,0,/tangrams/2_16.png,/tangrams/2_16.png,11,10,"[""/tangrams/2_16.png"",""/tangrams/0_17.png"",""/tangrams/3_18.png"",""/tangrams/1_19.png""]"
01J1G2J4SX747H9S7KP1FN4M2X,FALSE,01J1G1WHT4GZEZV213005AZ1MM,7,65,0,NA,/tangrams/3_17.png,8,7,"[""/tangrams/1_18.png"",""/tangrams/0_16.png"",""/tangrams/2_19.png"",""/tangrams/3_17.png""]"
01J1G2W2AVC7QP9EX8EZ45BWDT,TRUE,01J1G1WHTAFKTGHBG3KKSCJSTE,25,65,1,/tangrams/7_23.png,/tangrams/7_23.png,10,25,"[""/tangrams/10_26.png"",""/tangrams/15_31.png"",""/tangrams/9_25.png"",""/tangrams/7_23.png""]"
01J1G3CMWDYFFP712MNA5DZRTR,TRUE,01J1G2BFNZX85J152SRG2XMJ7M,42,65,2,/tangrams/0_19.png,/tangrams/0_19.png,11,42,"[""/tangrams/2_18.png"",""/tangrams/0_19.png"",""/tangrams/1_17.png"",""/tangrams/3_16.png""]"
01J1G3CN0Q5Y9GNYSAA2YRD535,TRUE,01J1G2BFNZX85J152SRG2XMJ7M,8,65,0,/tangrams/3_19.png,/tangrams/3_19.png,9,8,"[""/tangrams/0_18.png"",""/tangrams/3_19.png"",""/tangrams/1_17.png"",""/tangrams/2_16.png""]"
01J1G3EDSPWJGE9VQ077G8HXH1,TRUE,01J1G2YKN01DFX61RSJD6JCCFB,20,65,1,/tangrams/2_16.png,/tangrams/2_16.png,5,20,"[""/tangrams/2_16.png"",""/tangrams/3_18.png"",""/tangrams/1_19.png"",""/tangrams/0_17.png""]"
01J1G2J4SYA7QKATDJSV7GD66P,FALSE,01J1G1WHT4GZEZV213005AZ1MM,22,65,1,NA,/tangrams/3_19.png,7,22,"[""/tangrams/1_18.png"",""/tangrams/2_17.png"",""/tangrams/0_16.png"",""/tangrams/3_19.png""]"
01J1G2J4SZY3FW7469PMB1TGYJ,FALSE,01J1G1WHT4GZEZV213005AZ1MM,5,65,0,NA,/tangrams/1_19.png,6,5,"[""/tangrams/2_18.png"",""/tangrams/0_17.png"",""/tangrams/3_16.png"",""/tangrams/1_19.png""]"
01J1G2J4TAWWM30067H07NFSVV,FALSE,01J1G1WHT4GZEZV213005AZ1MM,4,65,0,NA,/tangrams/0_18.png,5,4,"[""/tangrams/2_16.png"",""/tangrams/0_18.png"",""/tangrams/1_19.png"",""/tangrams/3_17.png""]"
