roundID,text,playerID,director_msg,chit_chat
01JH17B9N3E5FP6JB1CD8GA9AM,again the one thats the biggest,01JH16W8EY1V73TD5KGBAMNVQ9,TRUE,FALSE
01JH10G6P0QFWPRS4GDSXTYE9B,the one that look like letter X,01JH0ZZQRJ088VTZ4BK5WZ5MYH,TRUE,FALSE
01JH0ZNXJ9GRWS77K2M19GN73V,2 edges at the top and bottom and a triangle on the left,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,FALSE
01JH0ZNXJ9GRWS77K2M19GN73V,hole on right?,01JH0ZGCE0SZNDNF9KEBZD782P,FALSE,FALSE
01JH0ZNXJ9GRWS77K2M19GN73V,no,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,TRUE
01JH0ZNXJ9GRWS77K2M19GN73V,its small,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,FALSE
01JH0ZNXJ9GRWS77K2M19GN73V,its like a curve,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,FALSE
01JH0ZNXJ9GRWS77K2M19GN73V,2 edges at the top,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,FALSE
01JH172BYZWFDJW0XK03T4S4XZ,looks like a weird llama carrying furniture behind it,01JH16KE9DJ3AKDCTWNY4P8HY4,TRUE,FALSE
01JH105EXTGKSHHQ0NK9Z8G1SZ,combination of arrow like shape heading right,01JH0ZSK9VP35HG27XV96QGK8P,TRUE,FALSE
01JH0Z605BHP2PA2C4F7PT3BNT,Tree like - triangle base,01JH0YYB8YNEDQSFMX34EKSY7X,TRUE,FALSE
01JH0ZHYET104NRQKA39B3HWEE,"flat bottom, bird on top",01JH0YVPJHJA484R92F8Q7QA88,TRUE,FALSE
01JH150DNHHV3KMR0WGF6A3CQS,"Man with arm across him, cradling baby. Defined jaw line",01JH14NY2S2NX1EZN2C9RWX3P3,TRUE,FALSE
01JH0Z6051WR4J2T34ESGSA055,"Arrow pointing down at bottom, arrow at top pointing up",01JH0YWVP8MYRHJX6GYK4YNCSQ,TRUE,FALSE
01JH0ZW9MGCSGP06Z064W0ED3R,Fully black along top of shape,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH0ZW9MGCSGP06Z064W0ED3R,upside down house,01JH0ZS6TEEZTSN6DTAG7QZ8YS,FALSE,FALSE
01JH0ZW9NH1QR3DYM4VXMS6NEY,Z shape,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH10G6NMSA0NZB2601CY072X,its perfectly symetrical horiontally,01JH0ZRRSJTRCZ4ZDNZN1NM18J,TRUE,FALSE
01JH10G6QPC7RA7MQS97YMYB3F,image with snake at the end,01JH0ZZQRJ088VTZ4BK5WZ5MYH,TRUE,FALSE
01JH10G6XFMQD3MF1469YW9EX4,the big hole in it,01JH0ZRRSJTRCZ4ZDNZN1NM18J,TRUE,FALSE
01JH10G6XFMQD3MF1469YW9EX4,my bad,01JH0ZZQRJ088VTZ4BK5WZ5MYH,FALSE,FALSE
01JH16TBEHEPZVBN4SBB258471,theres a rectangle on the top right of the shape,01JH16KS8FMSPVZ1AHHPTX9Z7Q,TRUE,FALSE
01JH17BACYEFRSR45ANMQCDG0K,chinese house,01JH16W8EY1V73TD5KGBAMNVQ9,TRUE,FALSE
01JH0ZNXJ0950K8D1D97QZFCNA,4 edges at the bottom and huge triangle on the right with hole in the middle,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,FALSE
01JH0ZNXJ0950K8D1D97QZFCNA,4 edges top and bottom,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,FALSE
01JH172CTRB4XVPV446S8AGHMV,Spikey with two triangles on the right,01JH16T46ECRT2DCA0TCK3A9FY,TRUE,FALSE
01JH10G6Q00B3DJN16B9PHSZZJ,3 triangular points on the right,01JH0ZRRSJTRCZ4ZDNZN1NM18J,TRUE,FALSE
01JH10G6PAAMDFPV42MER4TQVT,yeah its not working proper,01JH0ZRRSJTRCZ4ZDNZN1NM18J,FALSE,FALSE
01JH10G6PAAMDFPV42MER4TQVT,image with an arrow pointing left,01JH0ZZQRJ088VTZ4BK5WZ5MYH,TRUE,FALSE
01JH0ZW9PGXF6N14PKWN2H3JJ1,bird sitting on a next... not the seal one,01JH0ZS6TEEZTSN6DTAG7QZ8YS,TRUE,FALSE
01JH0ZW9Q7SAJ5ZXZJEZZHVR8J,moose,01JH0ZS6TEEZTSN6DTAG7QZ8YS,TRUE,FALSE
01JH0ZW9N95WC3CEBXQPPYRKCZ,"bowl shape at bottom, looks like animal sitting on top",01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH150EC0832QGZ0VED8TMAE7,fish head holding a baby,01JH14EHNP0989SWS80XTG93E8,TRUE,FALSE
01JH0ZW9NY2V119CV3AR3MB3YX,upside down cup ?,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH0ZW9R6EZJT8JXQPHA9QW12,Z shape,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH105F2V3A2JDWTJ2A5XRWPE,"So a bit pointing up on left, then right has two bits coming off it - one in a diamond shape at top, and the other is more triangle at bottom",01JH0ZVX8S2SBNZZFA5V7NKGW1,TRUE,FALSE
01JH105F2V3A2JDWTJ2A5XRWPE,with black block in middle,01JH0ZVX8S2SBNZZFA5V7NKGW1,TRUE,FALSE
01JH10G6R3EVSZ58CXMD3K72KP,image with triangle in it pointing to right,01JH0ZZQRJ088VTZ4BK5WZ5MYH,TRUE,FALSE
01JH10G6VX7KMT76ANKMWCJM6C,the image with square inside,01JH0ZZQRJ088VTZ4BK5WZ5MYH,TRUE,FALSE
01JH172E4R575SFQTVX4SX30E0,funnel through boot,01JH16KE9DJ3AKDCTWNY4P8HY4,TRUE,FALSE
01JH0ZW9MZ65NKE567PYBXDJXT,Looks like antlers on a moose,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH0ZW9MZ65NKE567PYBXDJXT,you had the right one last time?,01JH0ZS6TEEZTSN6DTAG7QZ8YS,FALSE,FALSE
01JH10G6PK4E7FFDDSGXHYZ76A,look for the image with T shape in it,01JH0ZZQRJ088VTZ4BK5WZ5MYH,TRUE,FALSE
01JH0ZW9PKBQKYCEY7PF7KGJ1S,animal on a ledge,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH10TFWTXQK0KA5KR5VZXMX7,spiky house multiple floors,01JH10D3QMW178B4QXDNK94Q9F,TRUE,FALSE
01JH10G6WEGYEABX0NY2N810M3,the crown,01JH0ZRRSJTRCZ4ZDNZN1NM18J,TRUE,FALSE
01JH10G6WEGYEABX0NY2N810M3,that was the image they showed me,01JH0ZZQRJ088VTZ4BK5WZ5MYH,FALSE,FALSE
01JH10G6WEGYEABX0NY2N810M3,the got us with the double whammi,01JH0ZRRSJTRCZ4ZDNZN1NM18J,TRUE,TRUE
01JH0ZHYEP8WZMYKXW5G5RTQ57,tripod on bottom,01JH0ZF8TRM7V47TBA0K2KGSW6,TRUE,FALSE
01JH0ZHYEP8WZMYKXW5G5RTQ57,triangle on top,01JH0ZF8TRM7V47TBA0K2KGSW6,TRUE,FALSE
01JH16RVPC07608981Z6QFVP9J,similar to the one with an arrow pointing down,01JH16K8JGRDA2R62NXZ6PSAF9,TRUE,FALSE
01JH16RVPC07608981Z6QFVP9J,but has no arrow,01JH16K8JGRDA2R62NXZ6PSAF9,TRUE,FALSE
01JH0Z605YF71GBX929659ZJRX,Tree like - triangle pointing up at base,01JH0YYB8YNEDQSFMX34EKSY7X,TRUE,FALSE
01JH150DYT6DNA7WGV800FZQJB,"Man leaning over, carrying big rock on his back",01JH14NY2S2NX1EZN2C9RWX3P3,TRUE,FALSE
01JH0ZHYEW4QC2VFDW6J7Z6E2G,flat at bottom,01JH0ZF8TRM7V47TBA0K2KGSW6,TRUE,FALSE
01JH0ZHYEW4QC2VFDW6J7Z6E2G,flat edge on top,01JH0ZF8TRM7V47TBA0K2KGSW6,TRUE,FALSE
01JH150DWA4MENRVFWQMFJHTA0,man carrying rock on his back with a head,01JH14EHNP0989SWS80XTG93E8,TRUE,FALSE
01JH150EEKS0WBK5ETBDW5HFWJ,jawline head running,01JH14EHNP0989SWS80XTG93E8,TRUE,FALSE
01JH0ZW9ME62P52B3179PTBKVN,Bird with legs,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH0ZW9ME62P52B3179PTBKVN,i cant click it!,01JH0ZS6TEEZTSN6DTAG7QZ8YS,FALSE,FALSE
01JH0ZW9ME62P52B3179PTBKVN,Me either something hapepend,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH0ZW9R9337PWWFZMX5BQFA2,mountain in white on bottom,01JH0ZS6TEEZTSN6DTAG7QZ8YS,TRUE,FALSE
01JH105F46YH774KEZ1JFY43G3,Straight edge on left,01JH0ZVX8S2SBNZZFA5V7NKGW1,TRUE,FALSE
01JH0ZNXG9MWBJQ9SJBD4A1JVD,12 points,01JH0ZGCE0SZNDNF9KEBZD782P,TRUE,FALSE
01JH0ZNXHF0EVPJ57KF4935FJ5,diamond on the left and 1 edge at the top right#,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,FALSE
01JH0ZNXHF0EVPJ57KF4935FJ5,Flat right side?,01JH0ZGCE0SZNDNF9KEBZD782P,FALSE,FALSE
01JH0ZNXHF0EVPJ57KF4935FJ5,yeah,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,TRUE
01JH0ZNXJSBRXY7ZVGY8253GGQ,diamond on the left with hole on the right,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,FALSE
01JH150DX4Q1823E86Z3NV3254,traingle haed man with four legs no eyes,01JH14EHNP0989SWS80XTG93E8,TRUE,FALSE
01JH0Z605J7HRH6XKXWM7762R2,Big arrow downwards at bottom,01JH0YWVP8MYRHJX6GYK4YNCSQ,TRUE,FALSE
01JH150E0M17XZTZZANP8RG981,man carrying a rock,01JH14EHNP0989SWS80XTG93E8,TRUE,FALSE
01JH150E4CE8PJD1S1B3VNZWXZ,"4 legged man, triangle head.",01JH14NY2S2NX1EZN2C9RWX3P3,TRUE,FALSE
01JH0ZW9NWQHDA8H1NH52Z02TW,t shape cross,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH0ZW9M6NC3006KG2AX39FST,most solid,01JH0ZS6TEEZTSN6DTAG7QZ8YS,NA,FALSE
01JH10TFYP7J92NE4KNPS0HZQ5,balancing objects,01JH10KQNGZFF28QS5MVWVGPEK,TRUE,FALSE
01JH150EAM657BGTB633WY1A50,"Fish head, 4 legs",01JH14NY2S2NX1EZN2C9RWX3P3,TRUE,FALSE
01JH172DNWCYCCQ2W8TAV7ARQ1,fist punching a wall that's spikey on the left side,01JH16T46ECRT2DCA0TCK3A9FY,TRUE,FALSE
01JH0ZW9Q2CR5SQHDZWNT8HG5G,seal on table,01JH0ZS6TEEZTSN6DTAG7QZ8YS,TRUE,FALSE
01JH0ZW9PDBTT16SFTKM57537F,mouth open to the right,01JH0ZS6TEEZTSN6DTAG7QZ8YS,TRUE,FALSE
01JH0ZHYEXA900WNKC1BWRCZR2,"tripod bottom, ears on top",01JH0YVPJHJA484R92F8Q7QA88,TRUE,FALSE
01JH0ZHYFD3G2KA3CWPKSG6A64,one long leg on bottom,01JH0ZF8TRM7V47TBA0K2KGSW6,TRUE,FALSE
01JH0ZHYFD3G2KA3CWPKSG6A64,looks like birdon top,01JH0ZF8TRM7V47TBA0K2KGSW6,TRUE,FALSE
01JH0ZNXJAJX2V88B1E49BF0F4,Whole right side flat. Large triangle,01JH0ZGCE0SZNDNF9KEBZD782P,TRUE,FALSE
01JH0ZNXJAJX2V88B1E49BF0F4,on left,01JH0ZGCE0SZNDNF9KEBZD782P,TRUE,FALSE
01JH0ZNXJAJX2V88B1E49BF0F4,diamond?,01JH0ZDNTCH13XZDTNSGWAN5YP,FALSE,FALSE
01JH0ZNXJAJX2V88B1E49BF0F4,no,01JH0ZGCE0SZNDNF9KEBZD782P,TRUE,TRUE
01JH10TFZK0DMJ1SP42VGHWX8C,"House at the top, arrow at bottom",01JH10KQNGZFF28QS5MVWVGPEK,TRUE,FALSE
01JH16TB72MNQ0TKBCFEN94PDJ,hello,01JH16KS8FMSPVZ1AHHPTX9Z7Q,NA,FALSE
01JH0ZHYEM0BW08SFQRRWX8JF4,"flat bottom, triangle on top",01JH0YVPJHJA484R92F8Q7QA88,TRUE,FALSE
01JH172EBEX2D5DQK3790DHYNZ,letter k with legs dragging behind,01JH16KE9DJ3AKDCTWNY4P8HY4,TRUE,FALSE
01JH172DJXMHVQR2P7PD5HS0T8,half llama half spiky nail,01JH16KE9DJ3AKDCTWNY4P8HY4,TRUE,FALSE
01JH172CHPFHJ4HXEC9W8WE3R5,Looks like a thick letter K,01JH16T46ECRT2DCA0TCK3A9FY,TRUE,FALSE
01JH172EJFG0HZ03D7D2W51SWN,llama walking with tail pointing to the ground,01JH16T46ECRT2DCA0TCK3A9FY,TRUE,FALSE
01JH10G6X510TQ5YC05SJ3YKSC,snake,01JH0ZZQRJ088VTZ4BK5WZ5MYH,TRUE,FALSE
01JH0ZNXHWPXWP6T9DCCNFYDVJ,3 points at the bottom 2 squares on the right and 1 point at the top,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,FALSE
01JH0ZW9MRSPGTBCPVMVQ4AM1Q,white area looks like mountains on bottom,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH10TG6WGMCENPKG5YBHDRJ1,white triangle and square,01JH10KQNGZFF28QS5MVWVGPEK,TRUE,FALSE
01JH0Z605QAPE3TAJA1WFZBDE6,Tree like - triangle at top and bottom pointing up,01JH0YYB8YNEDQSFMX34EKSY7X,TRUE,FALSE
01JH0ZW9P34D8ZP8QJNC1RFB2N,squre on right of top,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH0ZW9PABM1RN04Q7X1DHN9H,looks like a monster with mouth open to the left,01JH0ZS6TEEZTSN6DTAG7QZ8YS,TRUE,FALSE
01JH17B99CBA4406MJA1MN8K35,looks the pointiest,01JH16W8EY1V73TD5KGBAMNVQ9,TRUE,FALSE
01JH17B9MC3VNMMK9PDRGPGA63,one that looks like a tree,01JH16R0FXPRTDDKM3EZ4AHETJ,TRUE,FALSE
01JH17B9MC3VNMMK9PDRGPGA63,it wont let me click,01JH16W8EY1V73TD5KGBAMNVQ9,FALSE,FALSE
01JH17B9MC3VNMMK9PDRGPGA63,then a rectangular base,01JH16R0FXPRTDDKM3EZ4AHETJ,TRUE,FALSE
01JH17B9MC3VNMMK9PDRGPGA63,its stuck?,01JH16W8EY1V73TD5KGBAMNVQ9,FALSE,FALSE
01JH0ZW9N2N04RJ91F1MRV4FP5,two spikes on each outer bottom side,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH10TFZ0XXYRTG5JP0YX6CQ2,spiky house no chimely with arrow,01JH10D3QMW178B4QXDNK94Q9F,TRUE,FALSE
01JH10G6W46X2E7Y8K9ZQK3SMM,the image with triangle in it,01JH0ZZQRJ088VTZ4BK5WZ5MYH,TRUE,FALSE
01JH172E0D6JEDJ5WFQ6H8NAYA,christmas cracker,01JH16KE9DJ3AKDCTWNY4P8HY4,TRUE,FALSE
01JH172E75RJKS1EV4P1NVPASM,turkey walking straight with fluffy tail,01JH16T46ECRT2DCA0TCK3A9FY,TRUE,FALSE
01JH10G6SNA2XNMFV5X60BH42R,triangle shape to it,01JH0ZZQRJ088VTZ4BK5WZ5MYH,TRUE,FALSE
01JH0ZNXHZQYMV4DY1EZ3ZM3ZB,10 points on the left. 2 points on the right,01JH0ZGCE0SZNDNF9KEBZD782P,TRUE,FALSE
01JH0ZNXHZQYMV4DY1EZ3ZM3ZB,is there a square,01JH0ZDNTCH13XZDTNSGWAN5YP,FALSE,FALSE
01JH0ZNXHZQYMV4DY1EZ3ZM3ZB,on the right,01JH0ZDNTCH13XZDTNSGWAN5YP,FALSE,FALSE
01JH0ZNXHZQYMV4DY1EZ3ZM3ZB,Yes small,01JH0ZGCE0SZNDNF9KEBZD782P,TRUE,FALSE
01JH10TG97VGTZWJHP9XWQMDE6,balancing objects,01JH10KQNGZFF28QS5MVWVGPEK,TRUE,FALSE
01JH0ZHYDF5B63MY0FZCHB1994,on the bottom is spiky triangles,01JH0ZF8TRM7V47TBA0K2KGSW6,TRUE,FALSE
01JH0ZHYDF5B63MY0FZCHB1994,on top looks lke a bird,01JH0ZF8TRM7V47TBA0K2KGSW6,TRUE,FALSE
01JH10TFVVFNKRWJ9SBXTKVB0P,house on head,01JH10KQNGZFF28QS5MVWVGPEK,TRUE,FALSE
01JH0ZHYF48S4T1NN7ZBJB5QD1,flat bottom bird on top,01JH0YVPJHJA484R92F8Q7QA88,TRUE,FALSE
01JH0ZNXJSBRXY7ZVGXJPDWRBG,Whole right side is flat. Large section of top is flat,01JH0ZGCE0SZNDNF9KEBZD782P,TRUE,FALSE
01JH0ZNXJSBRXY7ZVGXJPDWRBG,2 points at the bottom,01JH0ZGCE0SZNDNF9KEBZD782P,TRUE,FALSE
01JH0ZNXJSBRXY7ZVGXJPDWRBG,3 edges on the right?,01JH0ZDNTCH13XZDTNSGWAN5YP,FALSE,FALSE
01JH0ZNXJSBRXY7ZVGXJPDWRBG,with 2 at the bottom?,01JH0ZDNTCH13XZDTNSGWAN5YP,FALSE,FALSE
01JH0ZW9Q5AP938NFP1GANCYC6,hello?,01JH0ZS6TEEZTSN6DTAG7QZ8YS,FALSE,FALSE
01JH0ZW9Q5AP938NFP1GANCYC6,the shape has a longer edge hanging off,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH10G6WS4GA0TPQ4TGCNS21R,Batman,01JH0ZRRSJTRCZ4ZDNZN1NM18J,TRUE,FALSE
01JH0Z605306BAPB19PFNV67S1,"Tree shaped, triangle base",01JH0YYB8YNEDQSFMX34EKSY7X,TRUE,FALSE
01JH16TBDAF9A8WBZ0KTVR0PHD,hmm,01JH16KS8FMSPVZ1AHHPTX9Z7Q,NA,FALSE
01JH10G6SHGKGNW72TMHMD2PCB,diamond on the right,01JH0ZRRSJTRCZ4ZDNZN1NM18J,TRUE,FALSE
01JH0Z605YF71GBX928E7W6ETB,diamond bottom right,01JH0YWVP8MYRHJX6GYK4YNCSQ,TRUE,FALSE
01JH0ZNXJ3FQXS3S3MXCN07E28,3 edges on the left and flat on the right,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,FALSE
01JH0ZNXJ3FQXS3S3MXCN07E28,4 edges at the bottom,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,FALSE
01JH0ZNXJ3FQXS3S3MXCN07E28,its all edges,01JH0ZDNTCH13XZDTNSGWAN5YP,TRUE,FALSE
01JH0ZW9MN8W7Z3NQ6TKR6PERF,upside down cupp,01JH0ZFF7ZSP75ZGWGR8492XSG,TRUE,FALSE
01JH10TG44KYD3BJG73XEX4E8C,house no chimney,01JH10D3QMW178B4QXDNK94Q9F,TRUE,FALSE
01JH0Z605KDD6S61YMS9CNXJKJ,Arrow pointing down at the bottom - looks like a snowman,01JH0YYB8YNEDQSFMX34EKSY7X,TRUE,FALSE
01JH17BA9AV3103EJ5TGDX0AJZ,chiness house with a block on top,01JH16R0FXPRTDDKM3EZ4AHETJ,TRUE,FALSE
01JH10G6TYZX29DX674EFF7H9K,image with H,01JH0ZZQRJ088VTZ4BK5WZ5MYH,TRUE,FALSE
01JH17B9X7G173WT9K4SKMJBNZ,biggest one with 2 trinagles on the left side,01JH16W8EY1V73TD5KGBAMNVQ9,TRUE,FALSE
01JH17B9X7G173WT9K4SKMJBNZ,the trinagles look like feet,01JH16W8EY1V73TD5KGBAMNVQ9,TRUE,FALSE
01JH105F0YCH22A9XDKFJ4CXVN,"A diamond shape in middle, both side end with plain",01JH0ZSK9VP35HG27XV96QGK8P,TRUE,FALSE
01JH17BAS9BTHQJ3SD0R75GFCB,biggest with flat base,01JH16R0FXPRTDDKM3EZ4AHETJ,TRUE,FALSE
01JH172BSNFJVN2E9PMVKW7MD6,hi,01JH16KE9DJ3AKDCTWNY4P8HY4,FALSE,FALSE
01JH172BSNFJVN2E9PMVKW7MD6,The target looks like a turkey dragging its legs behind it,01JH16T46ECRT2DCA0TCK3A9FY,TRUE,FALSE
01JH150DNXGX1764NTZEGK28BQ,Any idea??,01JH14NY2S2NX1EZN2C9RWX3P3,FALSE,FALSE
01JH150DNXGX1764NTZEGK28BQ,man with house on his back,01JH14EHNP0989SWS80XTG93E8,TRUE,FALSE
01JH105EYC89ZEZYJWPS1MKQCZ,"A triangle shape on the left, very blocky shape in general.  Triangle in middle of right, with two pointy bits either side.",01JH0ZVX8S2SBNZZFA5V7NKGW1,TRUE,FALSE
01JH10G6PPFMM5TRM8B05B2C14,its symetrical if you draw a line horizontal,01JH0ZRRSJTRCZ4ZDNZN1NM18J,TRUE,FALSE
01JH150DN4TY1WZSP4W7M6X49M,"Man with head, carrying an open mouth fish pointing upwards",01JH14NY2S2NX1EZN2C9RWX3P3,TRUE,FALSE
01JH0Z6058VT32KEX3JCGDCE4B,Triangle base,01JH0YYB8YNEDQSFMX34EKSY7X,TRUE,FALSE
01JH172D95HE1QH5H1WMRJQXYF,Spikey with two triangles pointing right,01JH16T46ECRT2DCA0TCK3A9FY,TRUE,FALSE
01JH172C5XAGJCS0BNE3PA7H8M,kind of like a turkey pecking the ground,01JH16KE9DJ3AKDCTWNY4P8HY4,TRUE,FALSE
01JH17B98ETBMGEYH3YHVQ9JFB,Help i didnt read instructions,01JH16W8EY1V73TD5KGBAMNVQ9,NA,FALSE
01JH17Y2EHRPAA96Q0HGRNPEPB,right up,01JH17A1DH58WY3B9AYQZV979F,TRUE,FALSE
01JH172DVR476GPSERSQ6N57BY,looks like a chair on the left and half a funnel on the right,01JH16T46ECRT2DCA0TCK3A9FY,TRUE,FALSE
01JH0ZW9NQV84W8PB42JY52N7E,deathstar triangle one,01JH0ZS6TEEZTSN6DTAG7QZ8YS,TRUE,FALSE
01JH172DFXF7G8R6WXNXEMT4GD,fist punching spikey nail,01JH16T46ECRT2DCA0TCK3A9FY,TRUE,FALSE
